taxonomy_id	name	rank	lineage	barcode35_barcode35_diamond.diamond	barcode33_barcode33_diamond.diamond	barcode36_barcode36_diamond.diamond	barcode34_barcode34_diamond.diamond	barcode37_barcode37_diamond.diamond	barcode38_barcode38_diamond.diamond
28216	Betaproteobacteria	class	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria	1	0	0	3	1	8
469	Acinetobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter	1	0	1	3	0	138
74315	Brevundimonas intermedia	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas intermedia	1	0	0	0	0	0
887464	Streptomyces laculatispora	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces laculatispora	1	5	0	6	3	6
1894969	Micromonospora globbae	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Micromonospora;Micromonospora globbae	1	0	0	0	0	0
11673	Feline immunodeficiency virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus felimdef;Feline immunodeficiency virus	1	22	14	74	307	24
13687	Sphingomonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	0	1	2	0	0
2560080	Rubulavirinae	subfamily	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae	0	3012	1	0	1	2
478	Moraxella nonliquefaciens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella nonliquefaciens	0	2218	1	6	1	7193
3052561	Orthorubulavirus simiae	species	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Orthorubulavirus simiae	0	741	0	0	0	0
11157	Mononegavirales	order	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales	0	585	1	0	1228	54
482	Neisseria	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria	0	5	0	0	0	26
3708	Brassica napus	species	cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Brassiceae;Brassica;Brassica napus	0	4	0	5	0	0
1703338	Croceicoccus sp. Ery15	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;unclassified Croceicoccus;Croceicoccus sp. Ery15	0	5	0	4	0	0
44933	Halomonas cupida	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas cupida	0	13	0	0	0	0
186826	Lactobacillales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales	0	16	1	258	1	679
2602016	Hypericibacter adhaerens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter;Hypericibacter adhaerens	0	5	2	2	4	0
942	Anaplasmataceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae	0	1	0	2	0	0
367743	Ureibacillus thermophilus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Ureibacillus;Ureibacillus thermophilus	0	10	0	15	69	126
248026	Cupriavidus pinatubonensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus pinatubonensis	0	2	3	3	1	14
32207	Rothia	genus	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia	0	8	0	0	0	0
620	Shigella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella	0	1	0	7	2	2
76892	Caulobacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae	0	1	0	0	5	0
279826	Mesobacillus foraminis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Mesobacillus;Mesobacillus foraminis	0	3	1	90	104	1411
11224	Human parainfluenza virus 4a	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Orthorubulavirus hominis;Human orthorubulavirus 4;Human parainfluenza virus 4a	0	4	0	0	0	0
570	Klebsiella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	0	1	0	2	2	1
1295327	Croceicoccus	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus	0	1	1	0	0	0
2842319	Fiersviridae	family	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae	0	3	3	8	16	11
2495433	Alston virus	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;unclassified Orthorubulavirus;Orthorubulavirus sp. 'alstonvillense';Alston virus	0	6	0	0	0	0
2905673	parainfluenza virus 5	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Orthorubulavirus mammalis;parainfluenza virus 5	0	13	0	0	0	0
1639133	Citrobacter portucalensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex;Citrobacter portucalensis	0	4	1	13	86	6
3052562	Orthorubulavirus suis	species	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Orthorubulavirus suis	0	5	0	0	0	0
140052	Betaretrovirus	genus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Betaretrovirus	0	1	0	2	22	1
2602015	Hypericibacter terrae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter;Hypericibacter terrae	0	1	1	0	0	0
1433402	Glycocaulis	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Glycocaulis	0	1	0	0	0	0
335406	Sphingosinicella microcystinivorans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingosinicellaceae;Sphingosinicella;Sphingosinicella microcystinivorans	0	1	0	0	0	0
390876	Nisaea	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae;Nisaea	0	1	0	0	0	0
1867719	Phyllobacterium zundukense	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;Phyllobacterium zundukense	0	2	0	1	2	0
1651941	Kwoniella newhampshirensis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella newhampshirensis	0	1	0	0	0	0
451871	Eurotiomycetidae	subclass	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae	0	1	0	0	0	0
134537	Paraburkholderia fungorum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia fungorum	0	2	0	10	13	4
3243376	Microbulbifer sp. SSSA002	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Microbulbiferaceae;Microbulbifer;unclassified Microbulbifer;Microbulbifer sp. SSSA002	0	1	0	0	0	0
2235	Halobacteriales	order	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales	0	1	2	1	0	2
216816	Bifidobacterium longum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum	0	2	0	0	0	0
1463165	Klebsiella quasipneumoniae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae complex;Klebsiella quasipneumoniae	0	3	0	3	256	895
254245	Aquicella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella	0	1	0	0	0	0
31271	Plasmodium chabaudi chabaudi	subspecies	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Vinckeia);Plasmodium chabaudi;Plasmodium chabaudi chabaudi	0	1	0	0	0	0
123899	Bordetella trematum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella trematum	0	1	0	0	0	0
118882	Brucellaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae	0	2	0	0	0	0
1497974	Georgenia sp. SUBG003	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Allobogoriellales;Allobogoriellaceae;Georgenia;unclassified Georgenia;Georgenia sp. SUBG003	0	2	0	2	3	0
65700	Erwinia tracheiphila	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia tracheiphila	0	1	0	0	0	0
408	Methylorubrum extorquens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum;Methylorubrum extorquens	0	1	1	1	0	0
57706	Citrobacter braakii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex;Citrobacter braakii	0	1	0	2	1	2
204455	Rhodobacterales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales	0	2	0	5	0	0
476	Moraxella bovis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella bovis	0	14	0	38	0	840
2051906	Exiguobacterium sp. N4-1P	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillales incertae sedis;Bacillales Family XII. Incertae Sedis;Exiguobacterium;unclassified Exiguobacterium;Exiguobacterium sp. N4-1P	0	2	0	154	92	80
94	Allostella humosa	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Allostellaceae;Allostella;Allostella humosa	0	3	2	2	0	0
5820	Plasmodium	genus	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium	0	1	0	0	0	0
1309795	Faucicola mancuniensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Faucicola;Faucicola mancuniensis	0	1	0	3	0	670
1766	Mycolicibacterium fortuitum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium fortuitum	0	1	0	0	0	2
544	Citrobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter	0	1	1	7	18	4
11660	Caprine arthritis encephalitis virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus capartenc;Caprine arthritis encephalitis virus	0	1	0	2	6	0
1452514	Sosuga virus	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Pararubulavirus;Pararubulavirus sosugaense;Sosuga virus	0	2	0	0	0	0
1889013	Terriglobus sp.	species	cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Terriglobales;Acidobacteriaceae;Terriglobus;unclassified Terriglobus;Terriglobus sp.	0	1	0	1	0	0
43765	Corynebacterium amycolatum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium amycolatum	0	5	2	22	12	3
1148196	Luteimonas dalianensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Luteimonas;Luteimonas dalianensis	0	2	0	0	0	0
5763	Naegleria fowleri	species	cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitea;Acrasida;Naegleriidae;Naegleria;Naegleria fowleri	0	1	0	0	1	1
80840	Burkholderiales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales	0	3	6	24	3	30
222	Achromobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	0	2	0	0	5	54
1774	Mycobacteroides chelonae	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Mycobacteriaceae;Mycobacteroides;Mycobacteroides chelonae	0	1	0	0	0	0
106589	Cupriavidus	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus	0	1	0	0	0	0
145971	Colletotrichum lupini	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum acutatum species complex;Colletotrichum lupini	0	1	1	2	1	3
322104	Scheffersomyces stipitis CBS 6054	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Scheffersomyces;Scheffersomyces stipitis;Scheffersomyces stipitis CBS 6054	0	1	1	1	0	1
2854170	Roseobacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae	0	3	2	1	0	1
1335043	Paradevosia shaoguanensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Paradevosia;Paradevosia shaoguanensis	0	1	0	0	0	0
11709	Human immunodeficiency virus 2	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus humimdef2;Human immunodeficiency virus 2	0	2	3	12	36	8
1484898	Methyloceanibacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Methyloceanibacter	0	1	1	1	1	0
1928005	avian paramyxovirus 14	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Avulavirinae;Metaavulavirus;Metaavulavirus japanense;Avian metaavulavirus 14;avian paramyxovirus 14	0	1	0	0	0	0
2560200	Pararubulavirus	genus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Pararubulavirus	0	2	0	0	0	0
3682651	Eikenella sp. KCOM 3110	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;unclassified Eikenella;Eikenella sp. KCOM 3110	0	1	0	0	0	0
716545	saccharomyceta	clade	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta	0	1	0	2	0	0
353	Azotobacter chroococcum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter group;Azotobacter;Azotobacter chroococcum	0	1	0	0	0	0
374	Bradyrhizobium	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium	0	1	32	3	9	1
2560602	Mumps orthorubulavirus	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Orthorubulavirus parotitidis;Mumps orthorubulavirus	0	1	0	0	0	0
2881234	Abyssibius alkaniclasticus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Abyssibius;Abyssibius alkaniclasticus	0	1	0	0	0	0
561	Escherichia	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia	0	3	8	11	26	6
2937801	Conexibacter sp. DBS9H8	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;unclassified Conexibacter;Conexibacter sp. DBS9H8	0	1	0	0	0	0
1107	Chloroflexus	genus	cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae;Chloroflexus	0	2	1	1	0	0
871740	Halomarina	genus	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natronomonadaceae;Halomarina	0	1	0	0	0	0
29388	Staphylococcus capitis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus capitis	0	1	0	0	5578	2
2908651	Ornithinimicrobium sp. INDO-MA30-4	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;unclassified Ornithinimicrobium;Ornithinimicrobium sp. INDO-MA30-4	0	1	0	0	0	0
2005262	Candidatus Legionella polyplacis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Candidatus Legionella polyplacis	0	1	0	1	0	0
1969806	Acidibrevibacterium fodinaquatile	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidibrevibacterium;Acidibrevibacterium fodinaquatile	0	1	0	0	0	0
325217	unclassified Mesorhizobium	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium	0	1	0	0	0	0
848	Fusobacterium	genus	cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium	0	1	0	0	0	0
1884633	Cryptococcaceae	family	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae	0	1	0	2	0	0
162145	human metapneumovirus	no rank	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Pneumoviridae;Metapneumovirus;Metapneumovirus hominis;human metapneumovirus	0	0	74	0	0	0
29393	Dolosigranulum	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum	0	0	5	1	1	2384
152480	Burkholderia ambifaria	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia ambifaria	0	0	4	0	0	0
11657	Bovine immunodeficiency virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus bovimdef;Bovine immunodeficiency virus	0	0	2	1	40	1
255474	Parvularculaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae	0	0	1	0	0	0
2047744	Nonomuraea glycinis	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea glycinis	0	0	1	0	2	0
162387	Metapneumovirus	genus	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Pneumoviridae;Metapneumovirus	0	0	14	0	0	0
41294	Nitrobacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae	0	0	19	1	537	1
622	Shigella dysenteriae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella dysenteriae	0	0	4	0	1	3
3680951	Phyllobacterium sp. K27	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Phyllobacterium;unclassified Phyllobacterium;Phyllobacterium sp. K27	0	0	3	1	0	4
