taxonomy_id	name	rank	lineage	InfA-30_diamond.diamond	PI2-20_diamond.diamond	InfA-33_diamond.diamond	InfB-22_diamond.diamond	RSA-24_diamond.diamond	RSV-25_diamond.diamond
1497974	Georgenia sp. SUBG003	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Allobogoriellales;Allobogoriellaceae;Georgenia;unclassified Georgenia;Georgenia sp. SUBG003	4	6	5	11	36	2
58135	Desulfofundulus kuznetsovii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Desulfofundulus;Desulfofundulus kuznetsovii	1	0	1	0	0	0
78543	Pseudomonas migulae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas migulae	11	29	31	340	32	3
3064829	Radicibacter daui	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Radicibacterales;Radicibacteraceae;Radicibacter;Radicibacter daui	2	3	2	2	0	0
85015	Nocardioidaceae	family	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae	12	25	10	18	3	1
9	Buchnera aphidicola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Buchnera;Buchnera aphidicola	2	2	0	0	0	0
28216	Betaproteobacteria	class	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria	2	1	7	10	1	57
133	Methylocystis	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis	6	12	13	8	3	1
1107	Chloroflexus	genus	cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae;Chloroflexus	2	5	7	5	1	0
716546	leotiomyceta	clade	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta	27	53	69	152	14	5
327045	Orthoretrovirinae	subfamily	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae	2	37	10	124	1293	26
82115	Rhizobiaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae	3	0	2	42	1	2
222	Achromobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter	2	9	5	0	22	57
2231721	Muricoccus radiodurans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Muricoccus;Muricoccus radiodurans	1	0	0	0	0	0
204457	Sphingomonadales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales	6	16	14	37	15	8
265	Paracoccus	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Paracoccus	1	0	0	0	2	0
766	Rickettsiales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales	8	5	6	7	3	0
5820	Plasmodium	genus	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium	3	1	0	3	0	0
313985	Trichlorobacter lovleyi	species	cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Trichlorobacter;Trichlorobacter lovleyi	1	0	0	0	0	0
3035935	Marinivivus vitaminiproducens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Geminicoccales;Geminicoccaceae;Marinivivus;Marinivivus vitaminiproducens	2	2	4	6	2	0
2572090	Nostoc sp. TCL240-02	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc;Nostoc sp. TCL240-02	10	16	18	20	2	4
153232	Oceanicaulis	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae;Oceanicaulis	7	10	2	10	4	1
1922226	Anderseniella sp. Alg231-50	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Anderseniella;unclassified Anderseniella;Anderseniella sp. Alg231-50	1	2	1	1	0	0
135618	Methylococcales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales	3	2	2	7	0	0
32615	Puma lentivirus 14	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus pum;Puma lentivirus;Puma lentivirus 14	5	124	44	294	2862	57
11768	Feline leukemia virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;Gammaretrovirus felleu;Feline leukemia virus	3	0	0	0	0	2
28256	Halomonadaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae	6	8	2	8	0	1
367110	Neurospora crassa OR74A	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae;Neurospora;Neurospora crassa;Neurospora crassa OR74A	6	6	9	6	3	0
75682	Oxalobacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae	2	0	0	0	0	0
390876	Nisaea	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassobaculaceae;Nisaea	3	5	2	9	0	0
212123	Wolbachia endosymbiont of Ctenocephalides felis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Ctenocephalides felis	3	5	8	5	0	0
194443	Primate T-lymphotropic virus 3	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Deltaretrovirus;Deltaretrovirus priTlym3;Primate T-lymphotropic virus 3	1	0	0	0	0	0
117187	Fusarium verticillioides	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Fusarium;Fusarium fujikuroi species complex;Fusarium verticillioides	2	2	0	4	0	0
256821	Gulosibacter molinativorax	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Gulosibacter;Gulosibacter molinativorax	1	0	0	0	0	0
41275	Brevundimonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	2	1	0	1	9	0
2306583	Halomonas sp. JS92-SW72	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;unclassified Halomonas;Halomonas sp. JS92-SW72	1	0	9	2	0	0
254246	Aquicella lusitana	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Aquicella;Aquicella lusitana	2	0	2	2	0	0
1703338	Croceicoccus sp. Ery15	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Croceicoccus;unclassified Croceicoccus;Croceicoccus sp. Ery15	2	1	1	3	1	0
2552947	Candidatus Magnetomonas plexicatena	species	cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Nitrospiria;Candidatus Magnetomonas;Candidatus Magnetomonas plexicatena	1	1	1	1	0	0
1894999	Enhydrobacter sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales incertae sedis;Enhydrobacter;unclassified Enhydrobacter;Enhydrobacter sp.	1	0	3	0	0	0
69277	Phyllobacteriaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae	6	20	11	21	220	21
953	Wolbachia	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia	2	1	5	2	0	0
122368	Cercospora beticola	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Cercospora;Cercospora beticola	6	3	7	6	0	0
3385906	Roseomonadaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae	3	11	7	11	2	0
5478	Nakaseomyces glabratus	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces;Nakaseomyces glabratus	1	4	7	39	0	0
13687	Sphingomonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	1	0	3	0	2	1
1486262	Martelella endophytica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Martelella;Martelella endophytica	1	0	0	1	0	0
588596	Rhizophagus irregularis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus irregularis	2	7	3	55	1	0
555315	Ensifer canadensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group;Ensifer;Ensifer canadensis	3	0	0	0	0	0
1597781	Eleftheria terrae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Eleftheria;Eleftheria terrae	3	8	3	20	0	1
2831106	Devosiaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae	2	1	5	2	3	0
5270	Mycosarcoma maydis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Ustilaginomycetes;Ustilaginales;Ustilaginales incertae sedis;Mycosarcoma;Mycosarcoma maydis	4	4	10	173	1	0
1085644	Allofrancisella frigidaquae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Allofrancisella;Allofrancisella frigidaquae	1	10	28	138	0	1
2842664	Emesvirus	genus	Viruses;Riboviria;Orthornavirae;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Emesvirus	3	18	31	48	61	15
126	Planctomycetaceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae	2	0	0	1	0	0
2635419	unclassified Tessaracoccus	no rank	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Tessaracoccus;unclassified Tessaracoccus	2	0	0	0	0	0
64462	Walleye epidermal hyperplasia virus 1	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Epsilonretrovirus;Epsilonretrovirus walepihyp1;Walleye epidermal hyperplasia virus 1	2	0	0	3	0	0
2201350	Phenylobacterium parvum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium parvum	4	3	1	0	0	0
147541	Dothideomycetes	class	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes	1	0	1	0	1	0
287	Pseudomonas aeruginosa	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa	2	1	2	2	10	197
5864	Babesia	genus	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;Babesia	1	0	0	0	0	0
223818	Malassezia japonica	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia japonica	3	1	2	8	0	1
3402688	Legionella sp. D16C41	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;unclassified Legionella;Legionella sp. D16C41	1	0	1	0	0	0
330879	Aspergillus fumigatus Af293	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Fumigati;Aspergillus fumigatus;Aspergillus fumigatus Af293	1	0	0	1	0	0
3053610	Pseudoblastomonas flavescens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Pseudoblastomonas;Pseudoblastomonas flavescens	1	0	0	1	0	0
2304600	Breoghania sp. L-A4	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Breoghania;unclassified Breoghania;Breoghania sp. L-A4	1	0	0	0	0	0
208348	Puccinia triticina	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia triticina	6	19	27	260	12	14
561	Escherichia	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia	3	7	33	50	62	2
2631404	unclassified Tardiphaga	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Tardiphaga;unclassified Tardiphaga	1	2	1	7	2	0
869250	Theileria orientalis strain Shintoku	strain	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;Theileria orientalis;Theileria orientalis strain Shintoku	1	1	0	0	0	0
28901	Salmonella enterica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	1	16	179	1699	410	7757
859058	Caenispirillum salinarum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Novispirillaceae;Caenispirillum;Caenispirillum salinarum	7	19	11	26	2	3
77551	Wolbachia endosymbiont of Onchocerca volvulus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Onchocerca volvulus	1	0	0	0	0	0
1295531	Cryptococcus depauperatus CBS 7841	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus depauperatus;Cryptococcus depauperatus CBS 7841	3	2	0	3	2	0
53399	Hyphomicrobium denitrificans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium denitrificans	1	4	1	1	1	0
782	Rickettsia prowazekii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsieae;Rickettsia;typhus group;Rickettsia prowazekii	1	0	0	0	0	0
2602016	Hypericibacter adhaerens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Dongiaceae;Hypericibacter;Hypericibacter adhaerens	2	0	0	0	0	0
2528026	Maioricimonas rarisocia	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Maioricimonas;Maioricimonas rarisocia	1	0	0	0	0	0
3028117	Cyanophyceae	class	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae	1	0	2	4	0	5
2621675	unclassified Dactylosporangium	no rank	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Dactylosporangium;unclassified Dactylosporangium	1	0	0	0	0	0
45404	Beijerinckiaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae	1	0	0	0	0	0
2908651	Ornithinimicrobium sp. INDO-MA30-4	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Ornithinimicrobiaceae;Ornithinimicrobium;unclassified Ornithinimicrobium;Ornithinimicrobium sp. INDO-MA30-4	1	0	3	0	0	0
942	Anaplasmataceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae	1	0	1	3	0	0
768507	Cytophagales	order	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales	1	0	0	0	1	0
2800061	Maricaulaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Maricaulales;Maricaulaceae	2	1	1	3	0	0
3682580	Pseudomonas sp. XS1P51	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unclassified Pseudomonas;Pseudomonas sp. XS1P51	1	1	1	9	0	0
90964	Staphylococcaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae	2	0	5	13	499103	3
3372857	Parabacteroides sp. APC149_11_2_Y6	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;unclassified Parabacteroides;Parabacteroides sp. APC149_11_2_Y6	1	0	0	0	0	0
69666	Caulobacter mirabilis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Caulobacter mirabilis	1	0	0	0	0	0
281120	Candidatus Amoebophilus asiaticus	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Amoebophilaceae;Candidatus Amoebophilus;Candidatus Amoebophilus asiaticus	1	2	1	14	0	0
256618	Parvibaculum lavamentivorans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Parvibaculum;Parvibaculum lavamentivorans	1	1	0	0	0	0
2854170	Roseobacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae	3	1	1	0	0	0
1549855	Haematospirillum jordaniae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Novispirillaceae;Haematospirillum;Haematospirillum jordaniae	2	1	0	0	0	0
1295534	Kwoniella dendrophila CBS 6074	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella dendrophila;Kwoniella dendrophila CBS 6074	1	0	1	5	0	0
147550	Sordariomycetes	class	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes	7	11	12	21	2	2
2724527	Parasphingopyxis sp. CP4	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Parasphingopyxidaceae;Parasphingopyxis;unclassified Parasphingopyxis;Parasphingopyxis sp. CP4	1	0	0	0	0	0
34406	Colletotrichum destructivum	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum destructivum species complex;Colletotrichum destructivum	4	2	0	14	0	0
204525	Teichococcus cervicalis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas;Teichococcus cervicalis	1	0	1	2	0	0
876142	Encephalitozoon intestinalis ATCC 50506	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Microsporidia;Apansporoblastina;Unikaryonidae;Encephalitozoon;Encephalitozoon intestinalis;Encephalitozoon intestinalis ATCC 50506	1	1	0	6	0	0
143232	Vanrija pseudolonga	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Trichosporonales;Trichosporonaceae;Vanrija;Vanrija pseudolonga	1	2	1	4	0	0
294	Pseudomonas fluorescens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas fluorescens	1	0	2	4	0	0
2219043	Capsulimonas corticalis	species	cellular organisms;Bacteria;Bacillati;Armatimonadota;Armatimonadia;Capsulimonadales;Capsulimonadaceae;Capsulimonas;Capsulimonas corticalis	4	0	0	0	0	0
