#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_000145295.1	PRJNA224116	SAMN02603260	na	reference genome	79929	145263	Methanothermobacter marburgensis str. Marburg	strain=Marburg	na	latest	Complete Genome	Major	Full	2010-08-11	ASM14529v1	Georg-August-University Goettingen	GCA_000145295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/145/295/GCF_000145295.1_ASM14529v1	na	assembly from type material	na	haploid	archaea	1639135	1639135	48.5	2	2	2	NCBI RefSeq	GCF_000145295.1-RS_2025_12_02	2025-12-02	1788	1723	49	20802048
GCF_055393685.1	PRJNA224116	SAMD00887389	na	reference genome	84597	84597	Thermococcus aegaeus	strain=JCM 10828	na	latest	Complete Genome	Major	Full	2026-02-26	ASM5539368v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055393685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/393/685/GCF_055393685.1_ASM5539368v1	na	assembly from type material	na	haploid	archaea	1913926	1913926	43	1	1	1	NCBI RefSeq	GCF_055393685.1-RS_2026_02_24	2026-02-24	2106	2039	52	na
GCF_005576615.1	PRJNA224116	SAMN11637627	na	na	88724	88724	Natrinema versiforme	strain=BOL5-4	na	latest	Complete Genome	Major	Full	2019-05-22	ASM557661v1	University of Maryland	GCA_005576615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/576/615/GCF_005576615.1_ASM557661v1	na	na	na	haploid	archaea	4674473	4674473	63.5	5	5	5	NCBI RefSeq	GCF_005576615.1-RS_2026_02_19	2026-02-19	4685	4487	75	31416876
GCF_020844815.1	PRJNA224116	SAMN18737513	na	na	90426	90426	Methanothrix sp.	na	MAG 281	latest	Chromosome	Major	Full	2021-11-12	ASM2084481v1	DOE Joint Genome Institute	GCA_020844815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/844/815/GCF_020844815.1_ASM2084481v1	derived from metagenome	na	na	haploid	archaea	2383615	2359115	52.5	1	1	246	NCBI RefSeq	GCF_020844815.1-RS_2024_03_24	2024-03-24	2487	2377	47	na
GCF_055384795.1	PRJNA224116	SAMD00887343	na	na	90909	90909	Thermococcus waiotapuensis	strain=JCM 10985	na	latest	Complete Genome	Major	Full	2026-02-26	ASM5538479v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055384795.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/384/795/GCF_055384795.1_ASM5538479v1	na	assembly from type material	na	haploid	archaea	1806822	1806822	53.5	1	1	1	NCBI RefSeq	GCF_055384795.1-RS_2026_02_24	2026-02-24	1998	1910	52	na
GCF_055392325.1	PRJNA224116	SAMD00887312	na	na	105851	105851	Acidilobus aceticus	strain=JCM 11320	na	latest	Complete Genome	Major	Full	2026-02-24	ASM5539232v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055392325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/392/325/GCF_055392325.1_ASM5539232v1	na	assembly from type material	na	haploid	archaea	1494469	1494469	57	1	1	1	NCBI RefSeq	GCF_055392325.1-RS_2026_02_24	2026-02-24	1551	1498	51	na
GCF_055394095.1	PRJNA224116	SAMD00887388	na	reference genome	109046	109046	Methanosarcina baltica	strain=JCM 11281	na	latest	Complete Genome	Major	Full	2026-02-25	ASM5539409v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055394095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/394/095/GCF_055394095.1_ASM5539409v1	na	assembly from type material	na	haploid	archaea	3739569	3739569	45	2	2	2	NCBI RefSeq	GCF_055394095.1-RS_2026_02_24	2026-02-24	3115	2962	75	na
GCF_024022995.1	PRJNA224116	SAMN29154529	na	reference genome	110163	110163	Thermococcus aggregans	strain=TY	na	latest	Chromosome	Major	Full	2022-06-29	ASM2402299v1	Korea Institute of Ocean Science and Technology	GCA_024022995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/022/995/GCF_024022995.1_ASM2402299v1	na	assembly from type material	na	haploid	archaea	1889207	1889107	43.5	1	1	1	NCBI RefSeq	GCF_024022995.1-RS_2025_07_15	2025-07-15	2091	2009	52	9828419
GCF_001006045.1	PRJNA224116	SAMN02988852	na	reference genome	113653	113653	Geoglobus ahangari	strain=234	na	latest	Complete Genome	Major	Full	2015-05-11	ASM100604v1	Michigan State University	GCA_001006045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/045/GCF_001006045.1_ASM100604v1	na	assembly from type material	na	haploid	archaea	1770093	1770093	53	1	1	1	NCBI RefSeq	GCF_001006045.1-RS_2025_11_21	2025-11-21	2092	2025	51	na
GCF_900095295.1	PRJNA224116	SAMEA4378819	na	reference genome	118062	118062	Methanobacterium congolense	na	Buetzberg	latest	Complete Genome	Major	Full	2016-09-08	MCBB	CEBITEC	GCA_900095295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/295/GCF_900095295.1_MCBB	na	na	na	haploid	archaea	2469575	2469575	38.5	2	2	2	NCBI RefSeq	GCF_900095295.1-RS_2025_11_21	2025-11-21	2401	2334	58	na
GCF_019669965.1	PRJNA224116	SAMD00171896	na	reference genome	118126	118126	Methanoculleus chikugoensis	strain=MG62	na	latest	Complete Genome	Major	Full	2021-06-02	ASM1966996v1	Soil Biology and Chemistry, Department of Applied Biosciences, Graduate School of Bioagricultural Sciences, Nagoya University	GCA_019669965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/669/965/GCF_019669965.1_ASM1966996v1	na	assembly from type material	na	haploid	archaea	2622259	2622259	62	1	1	1	NCBI RefSeq	GCF_019669965.1-RS_2025_04_28	2025-04-28	2648	2590	53	na
GCF_046197875.1	PRJNA224116	SAMN43159474	na	reference genome	120963	120963	Methanobrevibacter acididurans	strain=DSM 15163	na	latest	Complete Genome	Major	Full	2024-12-19	117775	Leibniz Institute DSMZ	GCA_046197875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/197/875/GCF_046197875.1_117775	na	assembly from type material	na	haploid	archaea	1679994	1679994	27.5	1	1	1	NCBI RefSeq	GCF_046197875.1-RS_2024_12_19	2024-12-19	1658	1602	47	na
GCF_031165565.1	PRJNA224116	SAMN29933361	na	reference genome	121872	121872	Natrinema thermotolerans	strain=A29	na	latest	Complete Genome	Major	Full	2023-09-06	ASM3116556v1	Wuhan University	GCA_031165565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/165/565/GCF_031165565.1_ASM3116556v1	na	assembly from heterotypic synonym type material	na	haploid	archaea	4432143	4432143	65	4	4	4	NCBI RefSeq	GCF_031165565.1-RS_2025_05_12	2025-05-12	4588	4471	73	na
GCF_002214525.1	PRJNA224116	SAMN03324166	na	na	122420	122420	Thermococcus sp. P6	strain=P6	na	latest	Complete Genome	Major	Full	2017-07-05	ASM221452v1	Ecole Normale Superieure de Lyon	GCA_002214525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/525/GCF_002214525.1_ASM221452v1	na	na	na	haploid	archaea	1522818	1522818	55	1	1	1	NCBI RefSeq	GCF_002214525.1-RS_2024_10_22	2024-10-22	1667	1602	52	na
GCF_017357525.1	PRJNA224116	SAMN03254450	na	reference genome	126734	126734	Methanofollis aquaemaris	strain=N2F9704	na	latest	Complete Genome	Major	Full	2021-03-16	ASM1735752v1	National Chung Hsing University	GCA_017357525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/357/525/GCF_017357525.1_ASM1735752v1	na	assembly from type material	na	haploid	archaea	2746416	2746416	59.5	1	1	1	NCBI RefSeq	GCF_017357525.1-RS_2025_11_21	2025-11-21	2602	2534	56	11594621
GCF_052510705.1	PRJNA224116	SAMN50904301	JBQWDQ000000000.1	reference genome	129789	129789	Natrialba aegyptia	strain=DSM 13077	na	latest	Complete Genome	Major	Full	2025-09-08	ASM5251070v1	Binomica Labs	GCA_052510705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/052/510/705/GCF_052510705.1_ASM5251070v1	na	assembly from type material	na	haploid	archaea	4638039	4638039	62	6	6	6	NCBI RefSeq	GCF_052510705.1-RS_2025_09_09	2025-09-09	4546	4330	64	na
GCF_025397995.1	PRJNA224116	SAMN30825859	na	reference genome	145261	145261	Methanothermobacter wolfeii	strain=DSM 2970	na	latest	Complete Genome	Major	Full	2022-09-24	ASM2539799v1	NEB	GCA_025397995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/397/995/GCF_025397995.1_ASM2539799v1	na	assembly from type material	na	haploid	archaea	1706705	1706705	48.5	1	1	1	NCBI RefSeq	GCF_025397995.1-RS_2025_12_03	2025-12-03	1886	1814	49	na
GCF_055382585.1	PRJNA224116	SAMD00887287	na	reference genome	152007	152007	Methanocalculus pumilus	strain=JCM 10627	na	latest	Complete Genome	Major	Full	2026-02-25	ASM5538258v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055382585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/382/585/GCF_055382585.1_ASM5538258v1	na	assembly from type material	na	haploid	archaea	2143944	2143944	51	1	1	1	NCBI RefSeq	GCF_055382585.1-RS_2026_02_24	2026-02-24	2244	2183	58	na
GCF_000265525.1	PRJNA224116	SAMN02603492	na	reference genome	163003	163003	Thermococcus cleftensis	strain=CL1	na	latest	Complete Genome	Major	Full	2012-06-11	ASM26552v1	Kyung Hee University	GCA_000265525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/525/GCF_000265525.1_ASM26552v1	na	assembly from type material	na	haploid	archaea	1950313	1950313	56	1	1	1	NCBI RefSeq	GCF_000265525.1-RS_2025_11_21	2025-11-21	2123	2063	52	22887670
GCF_055396225.1	PRJNA224116	SAMD01611101	na	na	175631	175631	Halorubrum tibetense	strain=JCM 11889	na	latest	Complete Genome	Major	Full	2026-02-25	ASM5539622v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055396225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/396/225/GCF_055396225.1_ASM5539622v1	na	assembly from type material	na	haploid	archaea	3180477	3180477	66	2	2	2	NCBI RefSeq	GCF_055396225.1-RS_2026_02_24	2026-02-24	3149	3028	67	na
GCF_055395675.1	PRJNA224116	SAMD01611102	na	na	175632	175632	Halalkalicoccus tibetensis	strain=JCM 11890	na	latest	Complete Genome	Major	Full	2026-02-25	ASM5539567v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055395675.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/395/675/GCF_055395675.1_ASM5539567v1	na	assembly from type material	na	haploid	archaea	3585449	3585449	64	5	5	5	NCBI RefSeq	GCF_055395675.1-RS_2026_02_24	2026-02-24	3819	3703	52	na
GCF_000007225.1	PRJNA224116	SAMN02604075	na	reference genome	178306	13773	Pyrobaculum aerophilum str. IM2	strain=IM2	na	latest	Complete Genome	Major	Full	2002-01-24	ASM722v1	UCLA/CalTech	GCA_000007225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/225/GCF_000007225.1_ASM722v1	na	assembly from type material	na	haploid	archaea	2222430	2222430	51.5	1	1	1	NCBI RefSeq	GCF_000007225.1-RS_2024_12_16	2024-12-16	2642	2563	49	11792869
GCF_022870485.1	PRJNA224116	SAMN27257334	na	reference genome	179637	179637	Halococcus dombrowskii	strain=H4	na	latest	Complete Genome	Major	Full	2022-04-11	ASM2287048v1	MacLea Lab & Binomica Labs collaboration	GCA_022870485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/485/GCF_022870485.1_ASM2287048v1	na	assembly from type material	na	haploid	archaea	3965466	3965466	62	6	6	6	NCBI RefSeq	GCF_022870485.1-RS_2025_04_26	2025-04-26	4078	3879	66	na
GCF_963678545.2	PRJNA224116	SAMEA114407642	CAXXMK000000000.1	na	183759	183759	uncultured Methanomethylovorans sp.	na	1bea500b-d65c-4789-84bd-533d56c43360	latest	Chromosome	Major	Full	2024-10-10	piPlaSpea1.Methanomethylovorans_sp_1.2	WELLCOME SANGER INSTITUTE	GCA_963678545.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/678/545/GCF_963678545.2_piPlaSpea1.Methanomethylovorans_sp_1.2	derived from metagenome	na	na	haploid	archaea	3328399	3328399	40	1	4	4	NCBI RefSeq	GCF_963678545.2-RS_2024_10_25	2024-10-25	3285	3164	62	na
GCF_000008645.1	PRJNA224116	SAMN02603244	na	na	187420	145262	Methanothermobacter thermautotrophicus str. Delta H	strain=Delta H	na	latest	Complete Genome	Major	Full	2001-09-19	ASM864v1	Genome Therapeutics Corporation	GCA_000008645.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/645/GCF_000008645.1_ASM864v1	na	assembly from type material	na	haploid	archaea	1751377	1751377	49.5	1	1	1	NCBI RefSeq	GCF_000008645.1-RS_2024_10_21	2024-10-21	1903	1802	48	9371463
GCF_055389025.1	PRJNA224116	SAMD00887326	na	na	187879	187879	Thermococcus marinus	strain=JCM 11825	na	latest	Complete Genome	Major	Full	2026-02-26	ASM5538902v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055389025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/389/025/GCF_055389025.1_ASM5538902v1	na	assembly from type material	na	haploid	archaea	2082156	2082156	53.5	1	1	1	NCBI RefSeq	GCF_055389025.1-RS_2026_02_24	2026-02-24	2332	2246	52	na
GCF_002214565.1	PRJNA224116	SAMN03324164	na	reference genome	187880	187880	Thermococcus radiotolerans	strain=EJ2	na	latest	Complete Genome	Major	Full	2017-07-05	ASM221456v1	Ecole Normale Superieure de Lyon	GCA_002214565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/565/GCF_002214565.1_ASM221456v1	na	assembly from type material	na	haploid	archaea	1868990	1868990	55.5	1	1	1	NCBI RefSeq	GCF_002214565.1-RS_2025_11_20	2025-11-20	2066	2007	51	na
GCF_000007345.1	PRJNA224116	SAMN03081414	na	reference genome	188937	2214	Methanosarcina acetivorans C2A	strain=C2A	na	latest	Complete Genome	Major	Full	2002-04-09	ASM734v1	Broad Institute	GCA_000007345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/345/GCF_000007345.1_ASM734v1	na	assembly from type material	na	haploid	archaea	5751492	5751492	42.5	1	1	1	NCBI RefSeq	GCF_000007345.1-RS_2024_10_21	2024-10-21	4933	4702	68	11932238
GCF_000007185.1	PRJNA224116	SAMN02603235	na	reference genome	190192	2320	Methanopyrus kandleri AV19	strain=AV19	na	latest	Complete Genome	Major	Full	2002-04-09	ASM718v1	Fidelity Systems	GCA_000007185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/185/GCF_000007185.1_ASM718v1	na	assembly from type material	na	haploid	archaea	1694969	1694969	61	1	1	1	NCBI RefSeq	GCF_000007185.1-RS_2024_10_21	2024-10-21	1835	1778	40	11930014
GCF_946300405.1	PRJNA224116	SAMEA110471153	na	na	195522	195522	Thermococcus nautili	strain=33-3	na	latest	Complete Genome	Major	Full	2023-06-13	Thermococcus_nautili_33-3	Genoscope CEA	GCA_946300405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/946/300/405/GCF_946300405.1_Thermococcus_nautili_33-3	na	na	na	haploid	archaea	2116557	2116557	54	2	2	2	NCBI RefSeq	GCF_946300405.1-RS_2025_06_13	2025-06-13	2429	2369	52	na
GCF_025914035.1	PRJNA224116	SAMN31309218	na	reference genome	204050	204050	Methanoculleus submarinus	strain=DSM 15122	na	latest	Complete Genome	Major	Full	2022-10-31	ASM2591403v1	National Chung Hsing University	GCA_025914035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/914/035/GCF_025914035.1_ASM2591403v1	na	assembly from type material	na	haploid	archaea	2462514	2462514	62	1	1	1	NCBI RefSeq	GCF_025914035.1-RS_2025_11_26	2025-11-26	2506	2445	53	na
GCF_036967215.1	PRJNA224116	SAMN39979237	na	reference genome	207809	207809	Sulfolobus tengchongensis	strain=RT2	na	latest	Complete Genome	Major	Full	2024-04-05	ASM3696721v1	neo-TCR Therapeutics	GCA_036967215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/036/967/215/GCF_036967215.1_ASM3696721v1	na	na	na	haploid	archaea	2774215	2774215	34	2	2	2	NCBI RefSeq	GCF_036967215.1-RS_2025_04_05	2025-04-05	2832	2734	51	na
GCF_055386235.1	PRJNA224116	SAMD00887275	na	na	213231	213231	Methanocaldococcus indicus	strain=JCM 11886	na	latest	Complete Genome	Major	Full	2026-02-25	ASM5538623v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055386235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/386/235/GCF_055386235.1_ASM5538623v1	na	assembly from type material	na	haploid	archaea	1414442	1414442	28	1	1	1	NCBI RefSeq	GCF_055386235.1-RS_2026_02_24	2026-02-24	1591	1530	44	na
GCF_021233435.1	PRJNA224116	SAMN23798384	na	reference genome	223182	223182	Halobacterium noricense	strain=JCM 15102	na	latest	Complete Genome	Major	Full	2021-12-20	ASM2123343v1	Jiangsu University	GCA_021233435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/233/435/GCF_021233435.1_ASM2123343v1	na	assembly from type material	na	haploid	archaea	3316796	3316796	65	3	3	3	NCBI RefSeq	GCF_021233435.1-RS_2025_12_13	2025-12-13	3576	3409	54	na
GCF_000008665.1	PRJNA224116	SAMN02603985	na	reference genome	224325	2234	Archaeoglobus fulgidus DSM 4304	strain=DSM 4304	na	latest	Complete Genome	Major	Full	2000-12-01	ASM866v1	TIGR	GCA_000008665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/665/GCF_000008665.1_ASM866v1	na	assembly from type material	na	haploid	archaea	2178400	2178400	48.5	1	1	1	NCBI RefSeq	GCF_000008665.1-RS_2024_10_21	2024-10-21	2563	2472	51	9389475
GCF_024508235.1	PRJNA224116	SAMN29883558	na	reference genome	224402	224402	Halococcus qingdaonensis	strain=CGMCC 1.4243	na	latest	Complete Genome	Major	Full	2022-08-03	ASM2450823v1	Jiangsu University	GCA_024508235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/508/235/GCF_024508235.1_ASM2450823v1	na	assembly from type material	na	haploid	archaea	2703393	2703393	65	1	1	1	NCBI RefSeq	GCF_024508235.1-RS_2025_08_16	2025-08-16	2831	2734	52	na
GCF_000404165.1	PRJNA224116	SAMN02602974	na	na	224719	224719	Methanobrevibacter sp. AbM4	strain=AbM4	na	latest	Complete Genome	Major	Full	2013-06-03	ASM40416v1	AgResearch Ltd. & The New Zealand Agricultural Greenhouse Gas Research Centre	GCA_000404165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/404/165/GCF_000404165.1_ASM40416v1	na	na	na	haploid	archaea	1998189	1998189	29	1	1	1	NCBI RefSeq	GCF_000404165.1-RS_2024_10_21	2024-10-21	1751	1691	47	na
GCF_055392585.1	PRJNA224116	SAMD01611110	na	reference genome	227597	227597	Thermococcus coalescens	strain=JCM 12540	na	latest	Complete Genome	Major	Full	2026-02-26	ASM5539258v1	Contact:Shingo Kato RIKEN BioResource Research Center, Japan Collection of Microorganisms; 3-1-1 Koyadai, Tsukuba, Ibaraki 305-0074, Japan	GCA_055392585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/055/392/585/GCF_055392585.1_ASM5539258v1	na	assembly from type material	na	haploid	archaea	2134446	2134446	54.5	1	1	1	NCBI RefSeq	GCF_055392585.1-RS_2026_02_24	2026-02-24	2374	2302	52	na
GCF_001477655.1	PRJNA224116	SAMN03438115	na	na	230361	230361	Methanobrevibacter millerae	strain=SM9	na	latest	Complete Genome	Major	Full	2015-12-22	ASM147765v1	PGgRc	GCA_001477655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/477/655/GCF_001477655.1_ASM147765v1	na	na	na	haploid	archaea	2543538	2543538	32	1	1	1	NCBI RefSeq	GCF_001477655.1-RS_2026_02_18	2026-02-18	2378	2304	47	na
GCF_000091665.1	PRJNA224116	SAMN02603984	na	reference genome	243232	2190	Methanocaldococcus jannaschii DSM 2661	strain=DSM 2661	na	latest	Complete Genome	Major	Full	1999-12-22	ASM9166v1	TIGR	GCA_000091665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/665/GCF_000091665.1_ASM9166v1	na	assembly from type material	na	haploid	archaea	1739927	1739927	31.5	3	3	3	NCBI RefSeq	GCF_000091665.1-RS_2025_11_21	2025-11-21	1907	1811	45	8688087
GCF_000151205.2	PRJNA224116	SAMN02603626	na	na	246969	246969	Thermococcus sp. AM4	strain=AM4	na	latest	Complete Genome	Major	Full	2011-09-08	ASM15120v2	Moore Foundation	GCA_000151205.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/205/GCF_000151205.2_ASM15120v2	na	na	na	haploid	archaea	2086428	2086428	55	1	1	1	NCBI RefSeq	GCF_000151205.2-RS_2024_10_21	2024-10-21	2322	2263	52	22123768
GCF_000013725.1	PRJNA224116	SAMN02598545	na	reference genome	259564	29291	Methanococcoides burtonii DSM 6242	strain=DSM 6242	na	latest	Complete Genome	Major	Full	2006-04-11	ASM1372v1	DOE Joint Genome Institute	GCA_000013725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/725/GCF_000013725.1_ASM1372v1	na	assembly from type material	na	haploid	archaea	2575032	2575032	41	1	1	1	NCBI RefSeq	GCF_000013725.1-RS_2024_10_21	2024-10-21	2641	2485	65	na
GCF_049604745.1	PRJNA224116	SAMN47737821	na	na	261291	261291	Halorubrum xinjiangense	strain=MBLA0028	na	latest	Chromosome	Major	Full	2025-04-20	MBLA0028	Incheon National University	GCA_049604745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/604/745/GCF_049604745.1_MBLA0028	na	na	na	haploid	archaea	3285657	3285557	67.5	2	2	2	NCBI RefSeq	GCF_049604745.1-RS_2025_04_17	2025-04-17	3354	3252	58	na
GCF_000591055.1	PRJNA224116	SAMEA3138954	na	reference genome	268739	416273	Natronomonas moolapensis 8.8.11	strain=8.8.11	na	latest	Complete Genome	Major	Full	2013-02-21	ASM59105v1	Max-Planck-Institute of Biochemistry	GCA_000591055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/591/055/GCF_000591055.1_ASM59105v1	na	assembly from type material	na	haploid	archaea	2912573	2912573	64.5	1	1	1	NCBI RefSeq	GCF_000591055.1-RS_2025_11_20	2025-11-20	2955	2816	50	23516216
GCF_000011125.1	PRJNA224116	SAMD00061092	na	reference genome	272557	56636	Aeropyrum pernix K1	strain=K1	na	latest	Complete Genome	Major	Full	2006-11-28	ASM1112v1	NITE	GCA_000011125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/125/GCF_000011125.1_ASM1112v1	na	assembly from type material	na	haploid	archaea	1669696	1669696	56.5	1	1	1	NCBI RefSeq	GCF_000011125.1-RS_2024_12_09	2024-12-09	1763	1704	51	10382966;16455681;16769697
GCF_000011085.1	PRJNA224116	SAMN02603385	na	reference genome	272569	2238	Haloarcula marismortui ATCC 43049	strain=ATCC 43049	na	latest	Complete Genome	Major	Full	2004-11-04	ASM1108v1	Institute for Systems Biology	GCA_000011085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/085/GCF_000011085.1_ASM1108v1	na	assembly from type material	na	haploid	archaea	4274642	4274642	61	9	9	9	NCBI RefSeq	GCF_000011085.1-RS_2024_10_21	2024-10-21	4409	4248	62	15520287
